0    2.5     5.0     10.0     12.5
0.32 0.97614 0.83959 0.047635 0.033731
0.56 1.0272  0.94938 0.63573  0.516
1.80 1.2604  1.4407  1.8614   2.1333
3.20 1.4659  1.7377  2.5689   3.1876
